,0,1,2,3,4,5
104,Junior Web Developer,Altis Recruitment,4.1,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Do you enjoy creating and updating websites? Do you enjoy working with PHP? Do you love working from your home office? One of our clients in the mortgage industry is seeking a Junior Web Developer to join their team on a full-time permanent basis.
This role is fully remote.
Roles and Responsibilities
Troubleshoot, debug and upgrade existing software
Gather and evaluate feedback from user experiences
Recommend and execute improvements for a better user experience
Create technical documentation
Qualifications and Experience
Bachelor’s Degree in Computer Science or equivalent
5+ years experience in web development
5 years of PHP experience preferred
#AltIT
Job Type: Full-time
Salary: $80,000.00-$100,000.00 per year
Schedule:
8 hour shift"
105,Remote - Product Software Engineer DocSend,Dropbox,404,"Remote in Toronto, ON","Posted
Posted 3 days ago","Role Description As a Software Engineer, you ll play a pivotal role in shaping the trajectory of product development, while ensuring we stay customer-focused.
Our current stack is a Ruby on Rails web app running on Heroku with CoffeeScript, Haml, and LESS with some React.
Responsibilities Take ownership of features end-to-end Research, architect, implement, and help drive innovative solutions Actively share knowledge and document insights to support continuous team improvement and collaboration Act as a mentor throughout the software development process Requirements BS (or higher, e.g., MS, or PhD) in Computer Science or related technical field involving coding (e.g., physics or mathematics), or equivalent technical experience 2+ years of experience building web applications professionally Solid CS fundamentals with one or more area of deep knowledge and experience Proven track record of shipping impactful features, end-to-end About DocSend, a Dropbox Company DocSend is shaping the future of how businesses put documents to work.
Our 23,000 customers rely on us to send documents or folders with a single link, track who s interacting with those documents, and get key contracts and NDAs signed.
From founders to sales teams, we power the most important documents while delivering unparalleled security and control.
Total Rewards At Dropbox, we strive to be a great place for all Dropboxers to grow and be recognized for that growth.
This job posting reflects broad requirements, and represents two potential levels of role.
Through our assessment process, we will identify your level that ties to compensation based on your experience and technical expertise along with the scope of the role.
Our Engineering Career Framework is viewable by anyone outside the company and describes what s expected for our engineers at each of our career levels.
Check out our blog post on this topic and more here.
For candidates hired in Colorado, the expected salary/On-Target Earnings (OTE) range for the role is $117,600 - $138,400 - $159,200 if you are assessed at the IC2 level.
If you are instead assessed at the IC3 level, the expected salary/On-Target Earnings (OTE) range for the role is $142,800 - $168,000 - $193,200.
This salary/OTE range represents the low, middle, and high end of the salary or OTE (Sales roles) range for this position, and is subject to change.
To determine a Dropboxer s starting pay we carefully consider a variety of factors, including primary work location and an evaluation of a candidate s skills, experience, market demands, and internal parity.
This position may be considered a promotional opportunity.
Salary/OTE is just one component of Dropbox s total rewards package.
All regular employees are also eligible for the corporate bonus program or a sales incentive (target included in OTE) as well as stock in the form of Restricted Stock Units (RSUs).
Dropbox is committed to investing in the holistic health and wellbeing of all Dropboxers and their families.
Our benefits and perks programs include, but are not limited to: Competitive medical, dental and vision coverage (US Only) Competitive 401(k) Plan with a generous company match and immediate vesting Flexible Time Off/Paid Time Off, paid holidays, 11 Company-wide PTO days, Volunteer time off and more Protection Plans including; Life Insurance, Disability Insurance and Travel benefit plans Perks Allowance to be used on what matters most to you, whether that s wellness, learning and development, food & groceries, and much more Parental benefits including; Parental Leave, Child and Adult Care, Day Care FSA (US Only), Fertility Benefits (US Only), Adoption and Surrogacy support and Lactation Support Mental Health and Wellness benefits Free Dropbox space for your friends and family Additional benefits details are available upon request."
106,Full Stack Developer (Node JS and React JS),SkillsHawk (powered by Creatros Technologies Inc),4.8,"Remote in Toronto, ON","Posted
Posted 5 days ago","Creatros Technologies is looking for a web-savvy Full Stack Developer to join the team, who will work with dynamic and passionate teams from Customer Experience, frontend, backend, and R&D teams to help develop and maintain an exceptional AI-based product in the project management space.
As a Full Stack Developer, you are passionate about high-quality software development and solving tough problems hosted in the AWS serverless cloud environment. Our ideal candidate is detail oriented, a good communicator, and thrives in a fast-paced environment.
You will be helping to drive the direction of technology, strategizing on how to implement new features and practices. You will also help introduce new tools and paradigms to the company in line with emerging best practices and the latest technology trends.
Responsibilities:
· Contribute to the design of scalable software platforms with performance and security in mind
· Participate in the entire application lifecycle, focusing on coding and debugging
· Gather and address technical and design requirements
· Work with team members to collaboratively define the roadmap for features and tools
· Design and build client-side and server-side architecture
· Develop and manage well-functioning databases (Primarily no-sql) and applications.
· Write effective APIs
· Create security and data protection settings
· Clearly communicate with the team through our productivity tools (Slack, Jira, GitHub, etc …)
· Practice test-driven development
· Analyze and troubleshoot production issues in a timely fashion
· Contribute to documentation, functional specifications, design documents and architecture diagrams
· Maintain strict confidentiality of records, client information, and company information
· Other job-related duties may be assigned as required
Qualifications: Required:
· 1-3 years experience as a Full Stack Developer
· Knowledge of React JS front-end libraries. Knowledge of other languages and libraries will be considered a plus.
· Knowledge of Node JS for the backend. Python knowledge will plus. Any other backend language knowledge will be welcomed.
· Familiarity with databases and AWS cloud infrastructure (AWS lambda, static website, DynamoDB, cloud formation, etc)
· Experience working in an Agile Development environment with continuous integrations/continuous deployment environments
· Demonstrated problem-solving and decision-making skills
· Proven history of excelling in a team-based, collaborative environment
What sets you apart:
· Self-learner with a strong interest in emerging technologies
· Flexible, able to adapt to changing environments, and work under pressure
· Strong ability to work independently
· Problem solver, organized, and collaborative
· Strong written and interpersonal communication skills
Job Type: Full-time
Job Location: Remote.
Salary: Negotiable
Job Types: Full-time, Permanent
Salary: $75,000.00-$90,000.00 per year
Benefits:
Casual dress
Flexible schedule
Work from home
Flexible Language Requirement:
French not required
Schedule:
8 hour shift
Day shift
Application deadline: 2022-10-14"
107,Jr Automation Developer Student- (4 Months)- Winter 2023- Ca...,"Canadian Tire Corporation, Limited",3.5,"Remote in Toronto, ON","Posted
Posted 8 days ago","Help us boldly shape retail in Canada
Canadian Tire Corporation’s (CTC) rich heritage of serving Canadians from coast-to-coast dates back to 1922. Our vision is to become the #1 retail brand in Canada and we are focused on innovating and making important investments in our business, especially when it comes to our people. To reach our goal, we need the best talent to help us evolve and drive change across the business – and boldly help shape Canada’s retail industry. As we strive to be at the forefront of a complex and vastly changing retail industry, it is an exciting time to join the Canadian Tire family of companies.
Job Title: Jr. Automation Developer Student- (4 Months)- Winter 2023- Canadian Tire Corporation
Location: Remote/ Toronto
Work Term/Duration: Winter 2023- 4 months (Jan 2023 – Apr 2023)

Help us boldly shape retail in Canada
Canadian Tire Corporation, Limited (“CTC”) is one of Canada’s most admired and trusted companies. With world-class Owned Brands and exciting market-leading merchandising strategies, we are continually innovating with purpose: to be there for Canadians from coast-to-coast. We are relentlessly focused on innovating at every level of our business, investing in new technologies and products, and doubling down on the best talent to drive the company forward. It is an especially exciting time to join Canadian Tire and its group of companies.
At Canadian Tire we work flexibly embracing ‘Hybrid’ whereby individuals utilize a combination of working at a CTC campus and or virtually in service of outcomes. Determined by managers, decisions around work location will be made based on business and team needs and grounded in a desire to support individual well-being and personal needs. Our goal is to empower teams and individuals to make the right decisions for them, and we expect that to look different for everyone.
Our Commitment to students:
Work in an environment that supports, and fosters knowledge sharing and provides key experiences to increase capabilities through projects or objectives.
There will be specific and measurable objectives/goals that will support learning & achieving relevant business deliverables.
Continue to support Canadian Tire’s culture of learning from others, continuous improvement, agility, growth and innovation.
Investment in the community to create a talented diverse workforce for Canada and Canadian Tire’s future.
Building & strengthening student social engagement throughout their education and pursuit of their career through ongoing communication and relationship building.
Position Summary
As part of the Intelligent Automation Centre of Excellence. You will design and program Process Automation solutions (Bots) by analyzing operational processes and recommending scope for automation; using advanced programming and configuration skills to deliver on automation projects across the enterprise.
What you’ll do:
Primary responsibilities include:
Seek opportunities for automation
Determine business needs, and recommend suitability for automation
Elicit, document and manage stakeholder requirements in order to meet business and project objectives
Build sufficient controls and metrics into processes being automated
Develop solutions by preparing and evaluating alternative workflow solutions
Development and configuration of systems
Coding and configuring Bots
Rapidly develop Bots based on process designs
Draft test plans and validate results by testing automated processes
Provide reference by writing documentation
Building Proficiency / knowledge of Robotic Process Automation suites
Who you are:
Exceptional communication skills with the confidence and passion to share knowledge
Creative thinker who is observant to seek new opportunities and perceptive to abstract ideas
Goal driven individual to seek out continuous improvement opportunities
The ability to take a collaborate approach to build strong relationships and have positive team experiences
Flexible and dynamic individual who is able to adjust and prioritize accordingly to adapt to business demands and requirements
Solid foundation of relevant technical skills
Demonstrates behaviours of transparency, accountability agility and learning from others that will support your success
Thrive at solving problems and are able to balance and prioritize activities
Drive innovation with a ‘think outside of the box’ mindset
Take initiative and are able to successfully manage projects
Build relationships easily, and are collaborative team players with strong communication skills
What you’ve done:
Experience in software requirements analysis
Experienced in programming concepts and multiple programming languages (Java, Python, Selenium)
A quick learner and have an ability to adapt to new and emerging situations
Curious about the emerging field of Robotic Process Automation, Cognitive learning and Artificial Intelligence
Experienced with Agile and DevOps methodologies
Driven by problems and challenges that require critical thinking
Passionate about leveraging emerging technology to simplify processes
A strong communicator - Verbal and Written
Canadian Tire and its family of companies are boldly shaping retail in Canada and we continue to deliver a positive experience for our customers. As one of the most trusted brands in Canada, our employees take pride in the work we do across the country. It’s more than the iconic triangle that keeps our employees around. From benefits and perks, to learning and development opportunities, to our commitment to Jumpstart – these are some of the many reasons why Canadian Tire Corporation is one of
Canada’s Best Managed Companies
.
To learn more about this team and the Canadian Tire family of companies follow us on
LinkedIn
.
Canadian Tire is an equal opportunity employer. We are committed to a diverse and inclusive workplace for all. We recognize that our future success depends on the perspectives and contributions of all our employees - their diverse backgrounds, abilities and experiences make our business stronger. If you are contacted for a job opportunity, please advise us of any accommodations needed to ensure fair and equitable access throughout the recruitment and selection process. All accommodation information provided will be treated as confidential and used only for the purpose of providing an accessible candidate experience."
108,Programmer/Analyst,KUBRA,3.2,"Greater Toronto Area, ON","Posted
Posted 10 days ago","Overview:
KUBRA is looking for passionate Programmer/Analysts to join our growing team!

As a Junior Programmer/Analyst within KUBRA, you will be working on one of our many customer-driven programming Support teams, providing support to our clients while building upon your knowledge of development and interface design utilizing the following technologies / design principles: C#, ASP.NET, VB.NET, SQL Server, HTML5, CSS, RWD, AODA/ADA and JavaScript.

This is a hybrid opportunity based in our Mississauga, ON office.

This is an entry level opportunity offering high-potential for growth and advancement into further programming/development roles within KUBRA.

What you get to do every day:
As a Programmer/Analyst, you will be heavily involved in programming and customer support activities – In doing so, you will provide first response by phone and/or by email to clients upon receipt of case/tickets; investigate, analyse, debug, and rectify simple and minor issues; and follow-up on customer needs, concerns, or inquiries, and handle troubleshooting to ensure requirements are met
Implement simple code, application edits, and cosmetic (re)designs within established application functions and procedures, potentially involving rewriting and adding whole new application functions and procedures
Analyze, design, implement (Execution of Coding and Form Design), test, communicate and coordinate parallel testing and migration with both Client and QA
Perform work outlined by Team Leader via the Case Management System and the Project and Implementation Infrastructures
Participate in customer requirement studies to gather information and understand customer needs/requirements
Perform all assigned project tasks to execute Statement of Work (SOW)
Compose and publish knowledgebase articles
Provide on-call after hours support on a rotating basis/as required
What kind of person should you be?:
A coder and skilled problem solver who enjoys working in a tight-knit group
An excellent communicator both when writing and speaking – you’re comfortable speaking with clients and coordinating with internal teams to ensure timely resolution of support-related cases
Someone who is open to learning new technologies and, on occasion, working with legacy applications
Someone who gets excited about making our customers happy
A sense of humor goes a long way!
What skills do you need?:
A Degree/Diploma in Computer Science or a related field
1 - 3 years of hands-on programming experience – recent grads are welcome!
Previous experience in customer support or client facing roles considered an asset
Demonstrated ability implementing core solutions utilizing effective programming and database technologies
Demonstrated knowledge of relational database technology
What can you expect from us?:
Award-winning culture that fosters growth, diversity and inclusion for all
Paid day off for your birthday
Access to LinkedIn learning courses
Continued education with our education reimbursement program
Flexible schedules
Free unlimited access to our refreshment stations (fully stocked with tea, coffee and other beverages)
Two paid days for volunteer opportunities
KUBRA is a fast-growing company that delivers customer communications solutions to some of the largest utility, insurance, and government entities across North America. KUBRA offers billing and payments, mapping, mobile apps, proactive communications, and artificial intelligence solutions for customers. With more than 1.5 billion customer interactions annually, KUBRA services reach over 40% of households in the U.S. and Canada. KUBRA is an operating subsidiary of Hearst.

Our office is small enough to allow creative individuals to flourish, yet large enough to provide long-term stability. We place a tremendous amount of responsibility on our team members to be productive, focused and self-motivated. We offer a casual work environment, competitive compensation and a stellar benefits program.

KUBRA is an equal opportunity employer dedicated to building an inclusive and diverse workforce. We will provide accommodations during the recruitment process upon request. Information received relating to accommodation will be addressed confidentially. We thank all applicants for their interest; however, only candidates under consideration will be contacted"
109,"Winter 2023 Intern/Co-op, Associate Software Engineer",Finastra USA Corporation,3.4,"Hybrid remote in Mississauga, ON","Posted
Posted 8 days ago","Responsibilities:
Work Term duration: 8 - 16 months preferred
Work model: Hybrid
Office Location: Mississauga

About the role/opportunity
We are seeking candidates with exceptional enthusiasm and potential for the role of Intern Engineer for our Cheque Modernization Development Team, where you will work with our exceptional technical leaders using modern technologies to actively contribute to the Software Development Lifecycle and Agile Methodology.

What you’ll do
In this position, you will contribute to the development of features for the Azure hosted E market place product which is No1 web store for ordering cheques in Canada and evolving it to state of art web platform. You will interface with other Engineers, Engineering Managers, Product Managers, Business Analysts, and Architects to ensure the quality and usability of the product. This role requires a candidate eager to develop strong technical skills and a natural ability to learn quickly.

Accountabilities and Essential Job Functions
Performs development tasks based on requirements provided by product owners team
Provides technical support when needed
Being a part of continuous integration and continues deployment processes
Participate in update and maintenance of product's knowledge base on team's Wiki
Helping product testing and product testing automation
Other duties and projects as assigned

What you’ll need
Must currently be enrolled in a post-secondary program working towards a degree in Computer Science or related field
Basic programming experience
Proficiency with Microsoft Office applications.
Ability and willingness to learn new software and technologies quickly
Ability to follow instructions
Work ethic, positive attitude, pulse
Ready to dive deep
Not afraid of challenges
Ability to work independently
Effective verbal and written communication skills

Good to have
Working knowledge of software development technologies like .NET, Ja, Angular, JScript
Experience with cloud technologies, preferably Azure
Understanding of SOLID development principals and ""Clean code"" best practices
Understanding of software design patterns
Good sense of humor"
110,Cloud OPs Engineer (AWS),Vaco Lannick,3.7,"Toronto, ON","Posted
Posted 30+ days ago","About the Company
Our client is a large investment management company, and they are looking to hire a Cloud OPs Engineer (AWS).

About the Opportunity
Role ideal for Sr. AWS Cloud Engineers who will help build and deploy solutions on existing architecture, won’t need to be the architect but any experience to architecture/design is a plus
Need to have experience in Kubernetes to understand how to deploy the apps and transfer them to AWS (both custom developed and vendor apps), won’t be leading the migration but a part of the team
Custom apps are in Python, Java, MYSQL. Certifications in AWS a big plus

About You
Experience working in a Software Development or IT Operational role with at least 5 years working directly in a Cloud Engineering / DevOps roles
Proven experience and Strong knowledge of Public Cloud (AWS Preferred) in IaaS/PaaS/Serverless
Experience deploying and managing Containers and Container Orchestration (eg. Docker and Kubernetes)
Experience with any programming languages such as Java, Python and PHP
Public Cloud Related Certifications (AWS Architect, AWS DevOps etc)
Experience in of industry-leading open-source CI/CD pipeline tools including Confluence, Jira, Rundeck, Bitbucket, Jenkins, Spinnaker, Ansible and Terraform, etc.
Experience in developing cloud migration patterns
Experience in hybrid cloud environments preferred.

Salary Range
$130,000/year

How to Apply
Click the “Apply Now” button and follow the instructions to submit your resume. Please know that we only accept documents in MS Word or Rich Text formats.
When referencing this job, quote # 324948

You must currently reside within the Greater Toronto Area and be permitted to work in Canada to be considered for this opportunity. A recruiter will be in touch with you if your profile meets our client’s requirements for this role."
111,Software Developer (Intern),SOTI Inc.,3.1,"Mississauga, ON","Posted
Posted 30+ days ago","SOTI is committed to providing its employees with endless possibilities; learning new things, working with the latest technologies and making a difference in the world.
Opportunity
SOTI’s growth and success is a result of commitment to innovation through entrepreneurial culture and leadership. Employees are driven to make an impact, offer a unique value and most importantly, be part of a winning team. As a successful candidate, you’ll get the chance to work with leading edge technologies and take on complex and interesting projects as part of fast-paced, highly collaborative and agile teams. You are an experienced Software Developer who specializes in .NET solution and is excited to learn from talented, fun-loving developers breaking down complex problems into simple solutions. You have the passion for software architecture and design, and enjoy building robust scalable applications in a cross-platform environment. A self-starter who can co-ordinate with a team, yet work independently towards a common goal.
Responsibilities:
Develop innovative solutions to tackle big industry problems
Write well designed, scalable, reliable, testable and reusable code by using best software development practices, clean code and solid principles
Provide technical guidance on the research and development of new products and services
Contribute towards the entire development lifecycle of analysis, design, implementation and test
Detect, report, investigate, and fix product defects
Automation, including writing unit and integration tests
Optimize and apply best practices
Maintain high standards of quality for code, technical documentation, and deliverables
Provide leadership on implementation of web solutions in C# and .NET
Collaborate on projects with an all-star team comprised of varying skillsets through code reviews and design discussions
Participate in brainstorming and idea generation activities
Stay up-to-date with advanced technologies in order to be able to provide the best solutions for new projects
Qualifications:
Exposure to developing with C# .NET programming language.
Good understanding of software design patterns.
Good understanding of data modelling and storage with well-known relational database (preferably SQL).
Demonstrable versatility in multiple front-end and back-end technologies such as JavaScript, HTML5, CSS3, AngularJS, NodeJS, REST APIs, JSON, WCF, Web API, Unity, LINQ.
Experience (or strong interest) in agile methods such as Scrum/XP, Behaviour Driven Development, and Continuous Delivery.
Must Haves:
Enrolled in a post-secondary program with an accredited College or University in a STEM related program.
If you want to bring your ideas to life, apply at SOTI today.
We are committed to providing accessible employment practices that are in compliance with the requirements under the Human Rights Code and the Accessibility for Ontarians with Disabilities Act (AODA). If you require accommodation during any stage of the recruitment process, please notify People & Culture at
careers@soti.net
.
Please note that SOTI does not accept unsolicited resumes from recruiters or employment agencies. In the absence of a signed Services Agreement with agency/recruiter, SOTI will not consider or agree to payment of any referral compensation or recruiter fee."
112,Web programmer,D4 Logistics Inc.,3.4,"Mississauga, ON","Posted
Posted 16 days ago","Tasks
Write, modify, integrate and test software code
Maintain existing computer programs by making modifications as required
Identify and communicate technical problems, processes and solutions
Prepare reports, manuals and other documentation on the status, operation and maintenance of software
Assist in the collection and documentation of user's requirements
Assist in the development of logical and physical specifications
Research and evaluate a variety of software products
Write, modify, integrate and test software code for e-commerce and other Internet applications"
113,Software Developer - Python,ETEAM INFOSERVICES PRIVATE LIMITED,404,"Toronto, ON","Posted
Posted 17 days ago","ADO1
5+ yrs experience - Plans, designs, develops, codes, and tests software systems or applications for software enhancements and new products. Revises and refines systems as required. Participates in devising project timelines, implementation design specifications, system flow diagrams, documentation, testing, and ongoing support of business systems. Develops and maintains operational and system-level documentation. Must be able to apply SDLC concepts and have a proven track record of delivering solid, robust applications. Strong communication skills are required as the position will interact with business owners. 3-5 years of prior software development experience are required.
Technical Skills:
- Python - Data Engineering/Data Processing (Must have)
- SQL(Must have)
- Developer Informatica ETL(Nice to have)
- Unix Script(Nice to have)
- Scheduling (CA)(Nice to have)
3+ years of Python development experience.
3+ experience working with relational databases (Oracle 12c, SQL Server)
3+ years of SQL and relational database experience.
2+ years experience with Data Modeling/Data Engineering/Feature Engineering.
Job Type: Fixed term contract
Contract length: 6 months
Salary: $65.00-$67.00 per hour
Schedule:
8 hour shift
Experience:
Python development: 3 years (required)
relational databases (Oracle 12c, SQL Server): 3 years (required)
Data Modeling/Data Engineering/: 2 years (required)"
114,Software Engineer,Proofpoint,3.6,"Toronto, ON","Posted
Posted 9 days ago","It's fun to work in a company where people truly BELIEVE in what they're doing!
We're committed to bringing passion and customer focus to the business.
The Role
Proofpoint is looking for a Software Engineer to work out of its Toronto office. Proofpoint Email Archiving is a Software as a Service (SaaS) solution that features a distributed grid search and storage infrastructure. This microservice-based cloud architecture allows us to scale to meet the needs of hundreds of enterprise clients that are among the largest businesses in the world.
We are looking for a software engineer to join this leading edge team, to extend and enhance the wide range of services provided by our service infrastructure. You will be a key player in a small team developing enhancements to the Archiving product in all areas including web services, application functionality, security infrastructure, data management framework, and tools.
Your day-to-day
Work closely with multi-disciplinary product teams to ensure designs meet user needs, product requirements, and technical constraints, while ensuring timely delivery of implementations. Help to define and refine the requirements of new features and redesign of existing features by the creation of use cases
Producing innovative and easy-to-use design solutions that address complex concepts and workflows for various features in the Archiving system
Develop elegant, efficient code to enhance the Archiving platform, using Java and Agile/Scrum methodologies.
Help to troubleshoot and resolve complex production issues that can affect our various customers across multiple datacenters in multiple different geographies
What you bring to the team
Design and development skills in Java
Experience with advanced OO concepts/methodologies
Strong communication skills
Experience with Agile/Scrum
Flexibility to change approaches and projects when needed
Experience with database programming (MySQL a strong plus)
Experienced building core enterprise products/solutions
Experience with distributed systems
Degree in Computer Science, Computer Engineering, or Software Engineering
You’ll stand out if you have
Strong analytics background with experience working with different search engines like Lucene
Previous experience creating security, email, archiving, eDiscovery, and/or storage products
Experience with development using Messaging Application Programming Interface (MAPI) and EWS
Experience with development using Microsoft Enterprise System such as Active Directory, Exchange Server, Windows Management System, PowerShell, and etc
Familiar with Microsoft Cloud Solution such as Azure, O365, Remote Powershell, and Active Directory Graph API
#LI-PH1
If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!"
115,Backend Engineer,Rakuten,404,"Toronto, ON","Posted
Posted 30+ days ago","Job Description:
SUMMARY:
Rakuten Rewards is looking for a Backend Engineer to join our rapidly growing engineering team. We’re an international team spanning across 3 continents responsible for building software used by hundreds of millions of users.
Working within a Squad structure, you will collaborate with product, design and engineering teammates to build, and maintain our next generation of API services while identifying and fixing application bottlenecks, maintaining the core code, and deploying our APIs.
You will be working with the Browse Vertical Squad to build high performance, scalable APIs. We are looking for a motivated Backend Engineer that will own technology decisions, and work collaboratively with their product development partners and team to drive user satisfaction and conversion.
KEY RESPONSIBILITIES
Build highly performing applications and solutions
Prototype new user experiences
Collaborate with data analysts, product and design on feature development
Establish best practices in applications that consumers will love to use
Drive the architecture and technology choices that enable a world-class user experience
Work closely with organization to adopt next-generation architecture strategies (e.g. serverless, distributed systems)
MINIMUM REQUIREMENTS (Knowledge, Skills, Abilities)
AWS Technologies – EC2, Lambda, VPCs, Step Functions
Database/SQL experience
Fluent in Python, Node.js or Java, with tangible experience
Always willing to master new languages or frameworks
Building scalable and performant backend applications (APIs, stream processing/consumers, recommendation engines, large scale distributed systems) using the “best tool for the job”
Working in autonomous teams (full lifecycle development)
Plus – Containers (Docker, Wharf)
Plus – Serverless Lambda functions
Plus – Building scalable APIs with strong contracts
Plus – Experience to refactoring legacy systems
Plus – Experience building systems with streaming technologies (e.g. Kafka)
Plus – Experience with Big Data systems (Spark, Athena, Redshift)
QUALIFICATION REQUIREMENTS
B.S. or M.S. in Computer Science or equivalent experience
3+ years of experience
Self-motivated learner
Excellent written and verbal communication skills
#LI-AE1"
116,Staff Software Engineer - App Experience Backend,Wish,404,"Toronto, ON","Posted
Posted 8 days ago","Company Description

Wish is a mobile e-commerce platform that flips traditional shopping on its head. We connect hundreds of millions of people with the widest selection of delightful, surprising, and—most importantly—affordable products delivered directly to their doors. Each day on Wish, millions of customers in more than 100 countries around the world discover new products. For our over 1 million merchant partners, anyone with a good idea and a mobile phone can instantly tap into a global market.
We're fueled by creating unique products and experiences that give people access to a new type of commerce, where all are welcome. If you’ve been searching for a supportive environment to chase your curiosity and use data to investigate the questions that matter most to you, this is the place.

Job Description

We are looking for strong senior back-end software engineers to maintain and own our product detail service (PDS). PDS is one of the largest and most complex backend systems we own. On top of maininting, iterating, and improving PDS, we are looking to rewrite it and move it to a microservice as well. PDS is used anywhere you see any info regarding a product, so any performance and latency improvement in the system equals big wins and impact.
The app experience team also owns the entire user journey from the time they are signed in, to the time they add an item to cart. This includes homepage, core navigation, fashion category (other categories to be added), product detail page, search page, shoppable videos, merchandising, sales and incentives as well as other exciting areas throughout the user journey.
You will enjoy working with one of the richest social e-commerce data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. Our engineers move fast, while solving unusual and challenging problems. Our team is small and nimble. We release new code daily to ensure that engineers are able to iterate quickly, and make an impact immediately. We cultivate an environment for smart, driven engineers to thrive.
What you'll be doing:
Own our product detail service (PDS) which is one of the largest and most complex backend systems we own. Re-writing, improving, adding new features and moving PDS to a microservice are amongst some of the key responsibilities.
Have a critical role in building and maintaining other key pieces of our app experience backend system serving millions of users with billions of products per day
Work with mobile/web engineers, product manager, data analyst, designers and QA teams to move projects from inception to completion
Manage all technical aspects of relationships with different stakeholders and take ownership of the implementations as well as follow up maintenance
Optimize and iterate on the architecture and performance of the Wish backend system, lead the effort of migrating the existing stacks into microservices
Build reporting and monitoring tools to ensure the stability of the deployment and the associated systems
Establish and disseminate best practices within and across teams
#LI-AS1 #LI-REMOTE

Qualifications
Bachelor's or master's degree in Computer Science or equivalent work experience
5+ years of programming experience in the industry
Proficient with Python, Go, or other scripting languages
Experience in microservices, exposure to SOA in an industry leading company
Proficient with NoSQL databases like MongoDB, as well as relational databases like MySQL, PostgreSQL.
Experience in building APIs as well as single handedly designing large scale systems to support these APIs
Excellent written and interpersonal communication skill as well as documentation skills
Self motivated, relentlessly focused on impact and able to operate under a great deal of independence, able to build features quickly and iterating in a data driven fashion
Deep passion for improving the design, implementation and maintenance of large scale software systems with millions of users
Preferred Qualifications:
Experience working on large scale consumer facing applications
Experience in interviewing and mentioning junior and senior engineers
Here at Wish, you are joining a team and company at a time of growth and transformation. You will love being surrounded by people who are as passionate as you are about e-commerce, technology, and a data-driven culture. Even if you don't meet 100% of the above, we encourage you to still apply!

Additional Information

Wish values diversity and is committed to creating an inclusive work environment. We provide equal employment opportunities for all applicants and employees. We do not discriminate based on any legally-protected class or characteristic. Employment decisions are made based on qualifications, merit, and business needs. If you need assistance or accommodation due to a disability, please let your recruiter know. For job positions in San Francisco, CA, and other locations where required, we will consider employment for qualified applicants with arrest and conviction records.
Individuals applying for positions at Wish, including California residents, can see our privacy policy here."
