title,description
DevOps Engineer,"Job Title: DeVops Engineer
Location: Remote (Canada)
Duration: Contract/Full time
Must Have: AWS, Scripting, AWS cloud Experience.
· Strong experience with Amazon AWS cloud services such as EC2, S3, ASG, Load balancers, Lambda etc
· Contribute to infrastructure improvements, architecture, development and deployment
· Work with other engineering teams to identify and implement infrastructure, CI/CD, monitoring etc. improvements
· Experience with building, managing and maintaining CI/CD pipelines in Jenkins, Code pipeline in Aws
· Experience in monitoring tools like wavefront and splunk.
· Experience writing code in Groovy.
· Troubleshooting techniques and fixing the code bugs
· Encouraging and building automated processes wherever possible
· Have the technical skill to review, verify, and validate the software code developed in the project.
· Setting up tools and required infrastructure
· Proficiency in Linux, AWS and distributed application architectures
Responsibilities:
· Understanding customer requirements and project KPIs
· Build & manage cloud infrastructure using Amazon cloud services such as EC2, S3, ASG, Load balancers, Lambda etc
· Contribute to infrastructure improvements, architecture, development and deployment
· Experience with building, managing and maintaining CI/CD pipelines in Jenkins, Code pipeline in AWS
· Experience in monitoring tools like wavefront and splunk.
· Building automated processes wherever possible
· Set up tools and required infrastructure
· Proficiency in Linux, AWS and distributed application architectures
Job Types: Full-time, Fixed term contract
Schedule:
8 hour shift"
DevOps Engineer,"Come Work with Us!

At RBC, our culture is deeply supportive and rich in opportunity and reward. You will help our clients thrive and our communities prosper, empowered by a spirit of shared purpose.

Whether you’re helping clients find new opportunities, developing new technology, or providing expert advice to internal partners, you will be doing work that matters in the world, in an environment built on teamwork, service, responsibility, diversity, and integrity.
Job Title
DevOps Engineer
Job Description
What will you do?
Develop value-add services which integrate with the existing DevOps stack
Develop CI/CD pipelines using Groovy, Python, Node.js, Jenkins and Urban Code Deploy
Coach application teams on how to leverage DevOps offerings
Support and resolve issues reported by the application team while using our pipelines
Champion developer-experience and best practices in conjunction with DevOps to ensure no developer is left behind
Evolve DevOps services beyond current state for application teams
Continuously create and update documentation for new and existing processes
Job Summary
Are you a highly motivated, always learning individual looking to make an impact across many teams? Excited at the thought of transforming the flows that help these teams deliver their products to production? Do you love solving problems with a lens on simplification and automation? If so, join our team!

We are looking for a DevOps Engineer obsessed with efficiency and automation to be part of an autonomous team to deliver services for application teams. An open minded individual who is not afraid to fail fast and pivot when needed. An individual who seeks out gaps and challenges to drive efficiency not only for other application teams but also for their own team. Knowledge sharing is key in this respect.

This is a hybrid position and candidates are required for in-person interviews at our office.
Address:
TORONTO, Ontario, Canada
City:
CAN-ON-TORONTO
Country:
Canada
Work hours/week:
37.5
Employment Type:
Full time
Platform:
Technology and Operations
Job Type:
Regular
Pay Type:
Salaried
Posted Date:
2022-09-12-07:00
Application Deadline:
2022-10-31-07:00
Inclusion and Equal Opportunity Employment
At RBC, we embrace diversity and inclusion for innovation and growth. We are committed to building inclusive teams and an equitable workplace for our employees to bring their true selves to work. We are taking actions to tackle issues of inequity and systemic bias to support our diverse talent, clients and communities.

We also strive to provide an accessible candidate experience for our prospective employees with different abilities. Please let us know if you need any accommodations during the recruitment process.
Join our Talent Community

Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.

Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers."
DevOps Engineer,"Primary Locations: Toronto, Ontario
Attendance: Hybrid
Employee Status: Regular
Schedule: Full-time

Are you interested in building a new technology ecosystem with the sole purpose of being the leading technology provider in the industry? Do you get passionate about building solutions that make Customers rave about their digital experience? Do you want to grow your technical skillset on modern technologies?
We are relentlessly focused on building great solutions using new technology. Our business partners have built an industry leading organization based on incredible operational processes and strong partnerships. Now we need a technology platform to take our business to the next level. We want you to help us do this. The pace will be fast, exciting, and challenging. The results will be amazing, and the achieved outcomes will help propel our business to next the level. Sound exciting? It is. In fact, it’s exhilarating! We are just getting started and it’s already been an amazing ride. Hop on and join us and you will see how this is a dynamic environment that you want to work in where we are building a digital platform that will be the envy of the industry and something you will be proud to brag about.
Being a Senior DevOps Engineer for the National Bank Independent Network means:
Ability to work with complex hybrid infrastructure
Ensuring applications and environments are monitored, resilient and scalable
Outlining disaster recovery plan and identifying RTO, RPO
Supporting cloud first development by the means of POCs and outlining implementing strategy
Contributing to building Helm charts to deploy APIs in AWS EKS
Adding to the CD design and automation using ArgoCD and Harness software
Contributing to Jenkins build pipelines and CI tools like SonarQube, IQ sever, Aquasec, Nexus
Building infrastructure and platform resources using terraform
Establishing best practices to build infrastructure as code
Assist with building a production ready “Online trading platform” ecosystem
Building new automation around monitoring and logging the applications in Datadog and Splunk
Enhancing documentation and diagrams to bring more visibility to environment setup
Supporting Development teams with their automation questions
Building DevOps standards and governance to be used by different development teams
Working with central teams who are managing the charts, Jenkins, Istio, AWS and other resources
No ties or micro-management here: You'll be acting as a change agent. You and your team will be in the best position to tell us what we need to do to improve!
Agility is a part of our DNA, and our day-to-day routine incorporates running experiments/proof of concepts (POCs), breaking down work into meaningful and achievable delivery goals, reflections, and growth opportunities
We want to contribute to your quality of life by offering you as much flexibility as possible in your work. For example, we offer hybrid work (remote and in the office), work schedule arrangements to help you achieve work/life balance and flexible leave that you can take when it’s important to you.

We’re seeking creative individuals who are comfortable working on multidisciplinary teams, have strong logical thinking skills, and can take apart complex issues in a SAFe/Agile context.
Specific requirements:
You have a minimum of 7 years of experience as a DevOps engineer
Excellent knowledge of AWS (multi account AWS setup, EKS, RDS, IAM, lambda, S3, route53). AWS certification is an advantage
Knowledge of maintaining Jenkins jobs and Groovy scripts
Experienced in Helm chart deployment and Kubernetes resources and tools
Experienced in terraform to build infrastructure and platforms as code
Knowledge of Datadog and Splunk tools
Experienced in cloud and Kubernetes networking
Knowledge of mesh services like Consul and Istio
Knowledge considered an asset:
Knowledge of SOA and messaging bus e.g. Kafka
Experience with Elasticsearch
Prior experience in the Banking or Wealth Management industry
Your benefits:
In addition to competitive compensation, upon hiring you’ll be eligible for a wide range of flexible benefits to help promote your wellbeing and that of your family.
Health and wellness program, including many options
Flexible group insurance
Generous pension plan
Employee Share Ownership Plan
Employee and Family Assistance Program
Preferential banking services
Initiatives promoting community involvement
Telemedicine service
Virtual sleep clinic
These are a few of the benefits available to you. We have an offer that keeps up with trends as well as your needs and those of your family.
Our dynamic work environments and cutting-edge collaboration tools foster a positive employee experience. We actively listen to employees’ ideas. Whether through our surveys or programs, regular feedback and ongoing communication is encouraged.
We're putting people first :
We're a bank on a human scale that stands out for its courage, entrepreneurial culture, and passion for people. Our mission is to have a positive impact on peoples' lives.
Our core values of partnership, agility, and empowerment inspire us, and inclusivity is central to our commitments. We offer a barrier-free workplace that is accessible to all employees.
We want our recruitment process to be fully accessible. If you require accommodations, feel free to let us know during your first conversations with us.
We welcome all candidates! What can you bring to our team?
Ready to live your ambitions?

Particular Condition:While only one level is posted, the manager has the latitude to position the selected candidate at a lower level, depending on their profile."
AWS/DevOps Engineer,"Cloud Operation Engineer Role (Only for Canadian PR/Citizens)
Responsible for Cloud operations on AWS/Azure, improving system reliability and resilience to make it faster and easier to develop and deploy new software capabilities on AWS/Azure.
Focus especially on building automation to reduce manual effort and prevent operations incidents in cloud platforms.
Work closely with development, operations and security teams to identify and resolve pain points and inefficiencies in delivery workflows.
Responsible for automating delivery processes and maintaining the continuous integration and continuous deployment (CI/CD) pipeline.
Key Responsibilities
Design, code, test, and deliver software to automate manual operational work on AWS/Azure..
Participate in operational support and on-call rotation shifts for supported systems and products.
Perform analytics on previous incidents to understand root causes and better predict and prevent future issues.
Use automation to reduce the probability and/or impact of problem recurrence.
Identify, evaluate, and recommend monitoring tools and diagnostic techniques to improve system observability.
Participate in system design consulting, platform management, capacity planning and launch reviews.
Streamline the software development lifecycle by identifying pain points and productivity barriers and determining ways to resolve them.
Collaborate closely with development teams to understand their current build and release processes and make recommendations for improvement.
Partner with cross-functional stakeholders, including development, operations, quality assurance and security, to streamline processes.
Provide guidance to development teams to improve performance and operability of the solutions they develop.
Build and maintain the CI/CD pipelines to improve developer productivity, agility and code quality.
Develop and continuously improve automation solutions to enable teams to build and deploy code efficiently and consistently.
Build automated testing to reduce manual effort and improve product quality.
Ensure that systems meet business and customer needs for reliability and availability.
Participate in communities of practice to share knowledge and foster continuous improvement.
Skills and Experiences
Strong collaboration skills, with a demonstrated ability to work well as part of a team.
Strong problem solving and analytical skills.
Strong interpersonal and written and verbal communication skills.
Highly adaptable to changing circumstances. Interest in continuously learning new skills and technologies.
Ability to design and implement a hybrid architecture using key AWS/Azure technologies as well as a continuous integration and deployment process.
Ability to provide best practice guidance on the architectural design across multiple applications and complex systems as well as an ability to map business objectives to application/architecture requirements
Experience developing CI/CD workflows and tools.
Experience with agile development and strong understanding of DevOps principles.
Experience with working in cloud ecosystems.
Experience with monitoring and observability tools.
Experience with incident and response management.
Job Types: Full-time, Permanent
Salary: $65,000.00-$105,000.00 per year
Schedule:
8 hour shift
Experience:
AWS Devops Engineer: 5 years (required)
CI/CD: 4 years (required)
Licence/Certification:
Canadian PR/Citizenship (required)
Work Location: Hybrid remote in Markham, ON
Expected start date: 2022-10-25"
Cloud DevOps - Customer Support Engineer,"Cloud DevOps - Customer Support Engineer
Location: Toronto, Ontario - can work remotely, but must be physically located in Canada.

ABOUT GRIDGAIN
When it comes to enterprise applications, microseconds matter. And when organizations need extreme speed and scale, they turn to GridGain Systems. GridGain is the company behind Apache Ignite, the open source distributed database preferred by performance-obsessed developers. We are also the provider of the GridGain In-memory Computing Platform that JPMorgan Chase, ING, Citi, UPS, American Airlines, DreamWorks, CMA CGM, IBM, VMware, Microsoft, and United Healthcare rely on for application speed, scale and availability.

GridGain is growing. So, now's the time to join the company that, in 2021, was recognized among Silicon Valley Business Journal Fastest Growing Private Companies, the Deloitte Technology Fast 500, and the Inc. 5000.

ABOUT THE ROLE
GridGain is seeking a Cloud DevOps Support Engineer to join the Customer Success organization and help delight GridGain customers across the world.

In this role, you will work with some of the best engineers on bleeding-edge, open-source Apache Ignite based GridGain platform deployed in public cloud infrastructure, help GridGain customers be successful in their use of the SaaS infrastructure and contribute to the product roadmap and feature development. This is an excellent opportunity for someone looking to develop and hone their cloud-based DevOps and trouble-shooting skills and gain valuable customer-facing and public speaking experience.

Location: Remote. Anywhere in Canada.

Required Job Duties:
Work as a part of the L2/L3 support team for the GridGain SaaS platform in AWS, GCP & Azure cloud infrastructures.
Remotely connect to the cloud infrastructure, monitor the health of the deployed GridGain clusters and trouble-shoot, as appropriate.
Support the development & DevOps lifecycle of the GridGain platform deployed in public cloud infrastructure.
Respond to customers in a timely and effective manner.
Constantly participate in the improvement of the monitoring and deployment infrastructure.
Implement pilot projects and proof-of-concept deployments to meet architectural, performance and other requirements of potential customers.
Contribute in the development of platform features and integrations with different technologies and tools.
Participate in the design and implementation of new features, influence the product roadmap based on customer feedback.
Speak at conferences, meetups and webinars.

Essential Skills & Requirements:
2+years’ experience as a Software Engineer, or equivalent in relevant higher education and academic project work.
Solid Java SE knowledge including IO, JVM internals, etc.
Strong understanding of concurrent programming.
Familiarity and some experience with one or more public cloud infrastructures, including AWS, Azure and GCP.
Proficient in the analysis of metrics coming from a distributed application.
The following skills would be a plus:
Ability to read & understand Java GC logs.
Experience with Java tools like JMX, JFR etc.
Database monitoring and/or administration experience.
Experience with CI/CD, containerized and automated deployment tools.
Experience with tools like ELK, Grafana, Prometheus, Zabbix.
Hands-on experience with one or more public cloud infrastructures, including AWS, Azure and GCP.
Basic understanding of distributed systems design and operating principles.

We are an Equal Opportunity Employer. We do not discriminate on the basis of race, religion, sex, age, national origin or disability."
Application DevOps,"Description
Good knowledge of technology ETL, Java, Python
Excellent knowledge of Bit bucket, Git Hub, Bamboo, Ansible
Excellent knowledge of Azure and AWS
Able to create end to end pipeline from the scratch
Able to create branching and create and manage code merge strategies
Excellent knowledge of scripting like shell script, YML etc.
Excellent communication skill and team player
Primary Location
: CA-ON-Toronto
Schedule
: Full Time
Job Type
: Experienced
Travel
: No
Job Posting
: 07/09/2022, 9:27:45 PM"
DevOps Engineer,"4100 Gordon Baker Road Toronto Ontario,M1W3E8
Understands that the success of a developer is to understand the core business processes of the business unit and business requirements as well as the architecture patterns and technology strategy (e.g., Transformation, SmartCore, DevOps). Conceive and write detailed software implementations/code while ensuring that their code/configurations adhere to the security, logging, error handling, and performance standards and non-functional requirements. Writes, configures, and integrates code to create the software that aligns with architecture patterns and technology strategy. Understands the implications of various components (including technology strategy & architecture) to the overall design of a program, system, or eco-system. Evaluates new technologies for fit with the program/system/eco-system and the associated upstream and downstream impacts on process, data, risk (e.g., security). Works toward the objective of defect free software. Ensures that systems functionally meet requirements, align with architecture and promote the development of common assets. Supports the resolution of production issues and problems. Makes recommendations to improve BMO processes & systems.
Assesses impact of design decisions to the computer solution/product/service being developed (i.e. performance, schedule, budget, downstream component/system impact, quality, etc.) and recommends alternate/creative solutions for mitigation/optimization if required.
Recommends and implements solutions based on analysis of issues and implications for the business.
Identifies emerging issues and trends to inform decision-making.
Leads and implements initiatives as required to deliver business objectives.
Conducts independent analysis and assessment to resolve strategic issues.
Builds effective relationships with internal/external stakeholders and ensures alignment.
Monitors and tracks performance, and addresses any issues.
Leads/conducts detailed code-reviews and provides feedback in a constructive manner.
Decomposes business requirements and translates them into detailed design specifications and code.
Interacts with key business & technology stakeholders to define, analyze, and deliver requirements that reflect the needs of both the business and end-customers.
Assesses the costs and benefits for different solutions and recommend/decide on appropriate designs.
Designs solutions, writes code, performs unit testing, develops appropriate artefacts / documentation, and facilitates final delivery.
Supports production issues, includes independently completing root-cause analysis and diagnosis.
Devises new algorithms and data structures for target environment and platform attributes in alignment with architectural patterns.
Builds solutions that are supportable, scalable and achieve our aspiration of common assets.
Recommends or automates approaches to streamline and integrate technological processes and/or systems to improve operational efficiency and effectiveness.
Supports the management of specific project deliverables & outcomes.
Identifies opportunities to strengthen the development capability, such as: sharing expertise to promote technical development, mentoring employees, building communities of practice and networks.
Stays abreast of industry technical and business trends through participation in professional associations, practice communities & individual learning.
Focus is primarily on business/group within BMO; may have broader, enterprise-wide focus.
Provides specialized consulting, analytical and technical support.
Exercises judgment to identify, diagnose, and solve problems within given rules.
Works independently and regularly handles non-routine situations.
Broader work or accountabilities may be assigned as needed.
Qualifications:
Typically between 5 - 7 years of relevant experience and/or certification in related field of study or an equivalent combination of education and experience.
Advanced level of knowledge in domain.
Knowledge of software development practices, concepts, and technology obtained through formal training and/or work experience.
Knowledge of required programming languages and can code with little oversight.
Knowledge of technical/business environment and processes.
Understand functional aspects and technical behavior of the underlying operating system, development environment, and deployment practices.
Have facility with and understanding of the ecosystem that code operates in.
Deep knowledge and technical proficiency gained through extensive education and business experience.
Verbal & written communication skills - In-depth.
Collaboration & team skills - In-depth.
Analytical and problem solving skills - In-depth.
Influence skills - In-depth.
Data driven decision making - In-depth.
We’re here to help
At BMO we are driven by a shared Purpose: Boldly Grow the Good in business and life. It calls on us to create lasting, positive change for our customers, our communities and our people. By working together, innovating and pushing boundaries, we transform lives and businesses, and power economic growth around the world.
As a member of the BMO team you are valued, respected and heard, and you have more ways to grow and make an impact. We strive to help you make an impact from day one – for yourself and our customers. We’ll support you with the tools and resources you need to reach new milestones, as you help our customers reach theirs. From in-depth training and coaching, to manager support and network-building opportunities, we’ll help you gain valuable experience, and broaden your skillset.
To find out more visit us at https://jobs.bmo.com/ca/en
BMO is committed to an inclusive, equitable and accessible workplace. By learning from each other’s differences, we gain strength through our people and our perspectives. Accommodations are available on request for candidates taking part in all aspects of the selection process. To request accommodation, please contact your recruiter.
Note to Recruiters: BMO does not accept unsolicited resumes from any source other than directly from a candidate. Any unsolicited resumes sent to BMO, directly or indirectly, will be considered BMO property. BMO will not pay a fee for any placement resulting from the receipt of an unsolicited resume. A recruiting agency must first have a valid, written and fully executed agency agreement contract for service to submit resumes."
DevOps Engineer,"Remote first

Having recognized the advantages of remote work, including employee morale, productivity, reduced commuting on employee wellbeing and the environment, as of May 1, 2022, we became a remote-first company. The technologies and programs in which we invested have provided a fantastic foundation to this end. Our remote-first office, together with our conveniently located offices and collaborative workspaces, provide our team with the freedom and flexibility to work in the way that makes our employees most productive.

Our focus is to ensure our employees can do their work in the environment that supports their performance and professional targets.

The Tecsys Cloud Services team is looking for a talented Cloud DevOps Engineer to provide operations and implementation support for our cloud-based infrastructure as well as managed services in a SaaS environment. The Infrastructure & Production Operations team strives to automate everything, manages our infrastructure as a code, and builds our platform on the top of Open Source tools and applications.

Job Description / Key Responsibilities
Building clients’ infrastructure deployment.
Designing, scaling, and implementing an automated approach across all stages of Tecsys platform life cycle;
Building a CI/CD Pipeline for our delivery process;
Authoring deployment logic to address different scenarios and edge cases;
Developing automation and tests for all our processes;
Working with AWS services with an emphasis on complex, hybrid architectures;
Monitor the various Tecsys’ server infrastructure systems and ensure their stability and maximize customer uptime.
Drive towards efficient, scalable architectures for the Tecsys server infrastructure.
Collaborate with developers to plan and build deployment automation and maintainability of larger Tecsys network.
Provide technical infrastructure and platform support for our SaaS offering.
Develop automation for routine system maintenance and monitoring.
Participate in the development of administration standards and procedures.
Research, innovate and improve cloud services offered to customers.
Adhere to and enforce Change Management Processes.
Participate in project planning and implementation. (design, implement & support).
Planning and executing maintenance procedures.
Document and automate incident response playbooks
Response to incidents.

Qualifications / Requirements
Bachelor's degree required; or equivalent work experience.
4+ years production level experience for high volume and highly available distributed systems that are Java based or .Net based web platforms.
2+ years production level experience with various AWS or Azure cloud services (at least one)
Demonstrated mastery in scripting (Ubuntu, grep, shell, bash, etc.)
Clear understanding of Networking concepts (e.g Firewalls, NAT, Port, Subnetting, VPC, VPNs, DNS, etc)
Experience with designing and owning production Unix container ecosystems (Docker, EKS or AKS, Kubernetes, service discovery, service registry)
Proven track record of securely architecting and/or managing AWS (e.g. IAM, EC2, VPC, ELB, ALB, Autoscaling, Lambda) using Infrastructure as Code techniques such as CloudFormation,Terraform
Excellent problem solving, organizational and communication skills
Knowledge and experiences of AWS or Azure required (at least one of them)
Knowledge of GitLab (enterprise license) preferred (or at minimum, Jenkins required)
Knowledge of Terraform required
Knowledge of Ansible required
Knowledge of Kubernetes preferred
Knowledge of Helm preferred
Basic knowledge of Java- or .Net-based development required
Experience with SaaS company is prefered

Additional Requirements
Escalation on-call rotation
Occasional travel (quarterly offsites, conferences – less than 10%)

Tecsys is an equal opportunity employer. Accommodation is available for applicants selected for an interview.

#LI-Remote"
DevOps Engineer,"Job Type: Contract
Job Category: IT
Job Description
Must Have:
AWS (EC2, S3, RDS, VPC, Security Groups etc)
DevOps (CI/CD pipelines, Jenkins, Git, Terraform etc).
Hands-on development/coding experience in programing languages like Java, Python.

Good to Have:
Kubernetes
Docker
Required Skills
Build Resource Engineer Cloud Developer DevOps Engineer"
DevOps/Systems Reliability Engineer - Hybrid,"Requisition ID: 161523

Join a purpose driven winning team, committed to results, in an inclusive and high-performing culture.

Lead SRE/DevOps engineer for GED Technology

Lead SRE/DevOps role is a key leadership position within Global Equity Derivatives technology, responsible for servicing top revenue generating equity derivatives units worldwide (NY/TOR/LON/LATAM). Ideal candidate will have worked in financial industry, deploying in-house & vendor platforms on to public cloud, managed devops team, and directly supported Trading/FO users within capital markets.

Accountabilities:
Successful candidate will be responsible for directly supporting Equity Derivatives sales and trading units across geographies and ensures equity derivatives platform availability.
Work with business and technology stakeholders to create a multi-year roadmap for cloud deployments, and end-to-end system integrations.
Responsible for Devops team - managing, tracking, resolving and communicating production backlog & priority to stakeholders and reducing production incidents and system downtime.
Responsible for platform management, monitoring and alerting end-users on system issues, meeting agreed SLAs, and complying with data storage and archival policies.
Maintain system statuses, and complying with regional regulatory requirements for production systems – Release/Incident managements/disaster-recovery etc.
Responsible for creating availability matrix for real-time platform, and monitoring.
Work with Enterprise teams to understand security postures, vulnerability management, infrastructure provisioning - database/network, and application log management.
Create documentation/Confluence pages covering architecture, release notes, security and operational readiness.
Work with PMO to forecast infra, license and other operational cost.

Requirements & Qualifications:
Candidate must have a minimum of 6 to 8 years’ experience in supporting Front-office trading and sales teams across worldwide, deploying and maintaining large scale applications with complex integration, and have cloud-based deployment experience.
Key skills – Capital market support, preferably in equity derivatives and notes and have worked on Azure Cloud, Linux, K8, any provisioning tools, Shell, Python, NoSQL.
2+ years of experience supporting public cloud hosted vendor SaaS Platforms.
2+ years of experience in automating deployment process and working with CI/CD tools.
4+ years of experience with monitoring tools – Grafana/Prometheus, ELK stack etc.
The role requires leadership skills, hands-on technical experience, and a can-do approach towards environment automation / management and continuous improvement for efficiency and cost effectiveness.
Excellent English verbal and written communication skills are essential
Resolve complex infrastructure and application deployment issues.
Knowledge of best practices and IT operations in an always-up, always available service.
Proficient with source code versioning tools (Git) and build tools (Gradle).
#ScotiaRed
#Scotiatechnology

Location(s): Canada : Ontario : Toronto

Scotiabank is a leading bank in the Americas. Guided by our purpose: ""for every future"", we help our customers, their families and their communities achieve success through a broad range of advice, products and services, including personal and commercial banking, wealth management and private banking, corporate and investment banking, and capital markets.

At Scotiabank, we value the unique skills and experiences each individual brings to the Bank, and are committed to creating and maintaining an inclusive and accessible environment for everyone. If you require accommodation (including, but not limited to, an accessible interview site, alternate format documents, ASL Interpreter, or Assistive Technology) during the recruitment and selection process, please let our Recruitment team know. Candidates must apply directly online to be considered for this role. We thank all applicants for their interest in a career at Scotiabank; however, only those candidates who are selected for an interview will be contacted."
"Manager, Database and ERP Administration","About Toronto Metropolitan
At the intersection of mind and action, Toronto Metropolitan University is on a transformative path to become Canada’s leading comprehensive innovation university. Integral to this path is the placement of equity, diversity and inclusion as fundamental to our institutional culture. Our current academic plan outlines each as core values and we work to embed them in all that we do.
We welcome those who have demonstrated a commitment to upholding the values of equity, diversity, and inclusion and will assist us to expand our capacity for diversity in the broadest sense. In addition, to correct the conditions of disadvantage in employment in Canada, we encourage applications from members of groups that have been historically disadvantaged and marginalized, including First Nations, Metis and Inuit peoples, Indigenous peoples of North America, racialized persons, persons with disabilities, and those who identify as women and/or 2SLGBTQ+. Please note that all qualified candidates are encouraged to apply; however, applications from Canadians and permanent residents will be given priority.
In April 2022, the university announced our new name of Toronto Metropolitan University, which will be implemented in a phased approach. Learn more about our next chapter.
The team
Computing and Communications Services (CCS) is Toronto Metropolitan University's central IT organization, supporting the university’s voice and data communications, server and storage infrastructure, printing, end-user computing support, computer labs, learning management system, application support, web application development, streaming media services, presentation technology-enabled classrooms and much more.
We are extremely proud of our university and what we are accomplishing as a department. We welcome you to get to know our people and services better before you decide to apply to join our team. Visit us at http://www.torontomu.ca/ccs/ and search @RyersonU and @bdlesser on Twitter.

The Opportunity
The Manager, Database and ERP Administration ensures the provision of data integrity, data availability and timely access to the University’s central academic and administrative databases & ERP systems in order to meet the university’s existing and future needs. The Manager provides leadership and manages all aspects of the database and ERP Administration. Additionally, the Manager promotes a strong commitment among staff to the provision of customer service.
Qualifications
To help us learn more about you, please provide a cover letter and resume describing how you meet the following required qualifications:
Completion of a post-secondary degree in Computer Science or a related field.
A minimum of ten (10) years of experience in the technical support field management, including six (6) years of experience in database and ERP management systems;
Demonstrated experience in managing complex multiple projects from ideation to completion; excellent ability to manage changing priorities
Exceptional ability to lead and develop teams; excellent knowledge of human resources management principles including hiring, performance management, coaching, training and development and needs assessments
Strategic leader with demonstrated decision making skills in a fast paced environment
Exceptional written and verbal communication skills; demonstrated ability to demonstrate tact and diplomacy
Strong time management skills and ability to effectively prioritize and meet multiple conflicting deadlines; demonstrated accounting skills
Demonstrated technical skills, including extensive and demonstrated knowledge of current and emerging technologies
Demonstrated knowledge of industry trends, key issues and future directions relating to databases, ERP systems and a broad knowledge of current and emerging computer technologies and trends
Demonstrated proficient computer skills, such as programming, systems analysis, operating systems, systems design and problem solving
Thorough knowledge of all computer hardware, software, peripherals and communication protocols; excellent application support and troubleshooting skills

Additional Information
Position Number(s)
10001425

Reports To
Director, Computing Infrastructure

Vacancy Type
FTCE

Employee Group
MAC

Work Location
Hybrid

Start Date
ASAP

End Date
Not Applicable

Hours of Work
36.25

Grade and Step
D62

Salary Scale
$103,100 - $164, 692 (hiring range: $103,100 - $133,896)

Application Close Date
October 27, 2022

As part of the selection process, candidates may be required to complete an occupational assessment.
Applications will only be accepted online through Toronto Metropolitan University's careersite.
Toronto Metropolitan University is committed to the principles of the Accessibility for Ontarians with Disabilities Act (AODA), and aims to ensure that independence, dignity, integration and equality of opportunity are embedded in all aspects of the university culture.

We will provide an accessible experience for applicants, students, employees, and members of the Toronto Metropolitan University community.We are committed to providing an inclusive and barrier-free work environment, beginning with the recruitment process. If you have restrictions that need to be accommodated to fully participate in any phase of the recruitment process, please contact hr@ryerson.ca. All information received in relation to accommodation will be kept confidential."
